,Empresa,RMSE_knn,RMSE_xgb,RMSE_ARIMA,RMSE_RF,RMSE_Lasso
297,Motiva SA,0.0025656836092487344,0.003551079479075837,0.00394122924327322,0.0032189010191524476,0.003551082116117902
298,Moura Dubeux,0.0006208879004639943,0.0005592795456904723,0.0007196537706501235,0.0005106939058794197,0.0005592813062795062
299,Movida,0.007043809082152178,0.007019904335693447,0.007292419140453715,0.005992540884137522,0.007019901958597222
300,Mrs Logist,0.0025317307847225142,0.0024803237150773597,0.0027523294657481067,0.0019693912059540832,0.0024803249748782752
301,Multilaser,0.001223204223455198,0.0017694869816293744,0.0016093849326900712,0.0017309976057607729,0.0017694864603213499
302,Multiplan,0.0013952687601735789,0.0013376421846688562,0.0015038367274744565,0.0009648953763873676,0.0013376431016546072
303,Multiplus,0.0006735987752203162,0.0006212084835921669,0.0008477799302177355,0.0005989534816185277,0.0006212062074315712
304,Mundial,0.0014784364775148892,0.0013036198027861145,0.0018428929543546965,0.0013677188525585311,0.0013036218569922617
305,Nadir Figuei,0.00023424539843908902,0.00022590520089469336,0.00026518427144144,0.00019284426914869794,0.00022590406121943344
306,Neoenergia,0.008543677355247197,0.00925656573295079,0.010245070876243625,0.007731209057252436,0.009256564132548531
307,Neogrid,0.0001998485881631284,0.00024741841386198896,0.00012044820694848409,0.0002450143930854986,0.0002474202076474186
308,Net,0.0023940361892565262,0.0026087617363129236,0.004761431163934246,0.0024220670049184072,0.0026087570272683375
309,Newtel Part,4.740931563635863e-05,4.219508762463089e-05,7.433075342377283e-05,4.638844242341181e-05,4.219402505877516e-05
310,Nexpe,0.0001862471383142954,0.00017336592080013328,0.00022829979847002017,0.0001610296326767911,0.0001733623369440734
311,Nortcquimica,4.670197221692656e-05,4.414282824338737e-05,4.999477418322771e-05,3.902958158448238e-05,4.4143310940572004e-05
312,OGX Petroleo,0.017111011904569533,0.016135991482234588,0.01663842181273651,0.016135835123746185,0.0161359896486263
313,OSX Brasil,0.005264332081897697,0.005020754443895795,0.0060477684858711,0.0050953884145325335,0.005020752316437597
314,Oceanpact,0.0009575187173080455,0.0010141479379433428,0.001334756600593588,0.0009797051520774285,0.0010141435184121415
315,Odontoprev,0.0005862917329150993,0.000568488530300521,0.0005998856131092007,0.0004522466684117906,0.0005684891961095877
316,Oi,0.040579765990196644,0.04909740110044091,0.05819662336967236,0.049477610693301824,0.049097403913689205
317,Oncoclinicas,0.003760274197660238,0.0034501354066240404,0.004879432271117285,0.0033192281648495173,0.003450137518944408
318,Opport Energ,2.6420239656199272e-05,2.778786096971802e-05,2.350388547319215e-05,2.7755454093907574e-05,2.7781655208460194e-05
319,Orizon,0.0013742333292770324,0.0012612982799710152,0.0015633248466465422,0.001185820815630463,0.001261296482869097
320,Ourofino S/A,0.000257867631564363,0.00023212730467568106,0.0003161488435312801,0.00016909543182088918,0.00023212819582721136
321,P.Acucar-Cbd,0.004559152523899733,0.007391827953857482,0.00982072734710062,0.007046648006955531,0.007391831106817766
322,PDG Realt,0.004735223124957643,0.006241107797686067,0.005170467738417873,0.005681880488591974,0.006241106193433333
323,Padtec,0.00020658465568673066,0.00019168521581255677,0.00021541522706424433,0.0001687211384980714,0.0001916838471071419
324,Pague Menos,0.00151701642341706,0.0014269613718728678,0.0016192569819891709,0.0011458282498515485,0.0014269616047055194
325,Panatlantica,0.0002831789439360288,0.00027607869949517854,0.00027386952449876293,0.0001991462969965299,0.0002760795574348849
326,Par Al Bahia,0.0003386592105109461,0.000322234651327218,0.0003923192641460932,0.0003129592068271112,0.00032223393196143733
327,Paranapanema,0.001349499958845893,0.0014415422200950371,0.002054337549620954,0.001243201064618859,0.0014415441884372182
328,Paul F Luz,0.003513538668628939,0.003901069466755813,0.004381394959065358,0.0026877028051907194,0.003901069123548649
329,Petrobras,0.0891331970805132,0.14401277676675422,0.16011353987021432,0.12428103043244128,0.1677508481436754
330,Petrorecsa,0.002163668790817325,0.0022459391821188224,0.0023242690904592403,0.0022600130000383603,0.0022459348127387606
331,Petrorio,0.006508115945638887,0.006998279411603111,0.007452686235965591,0.005041593858346763,0.006998279101427784
332,Pettenati,0.00040135512700578175,0.000374984845743009,0.0005825311875964189,0.00028300537349267393,0.00037498439074381884
333,Petz,0.0005664995476620485,0.0005426499149427173,0.0006084874055929687,0.00055939447226833,0.0005426566542909521
